name,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,TU7,TU8,TU9,TU10,TU11,TU12,TU13,TU14,TU15,TU16,TU17,TU18,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,TH7,TH8,TH9,TH10,TH11,TH12,TH13,TH14,TH15,TH16,TH17,TH18,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,SA7,SA8,SA9,SA10,SA11,SA12,SA13,SA14,SA15,SA16,SA17,SA18,wait_std,wait_25,wait_50,wait_75,wkday_wait_std,wkday_wait_25,wkday_wait_50,wkday_wait_75,mon_median,tue_median,wed_median,thu_median,fri_median,sat_median,7_wkday_hour_median_wait,8_wkday_hour_median_wait,9_wkday_hour_median_wait,10_wkday_hour_median_wait,11_wkday_hour_median_wait,12_wkday_hour_median_wait,13_wkday_hour_median_wait,14_wkday_hour_median_wait,15_wkday_hour_median_wait,16_wkday_hour_median_wait,17_wkday_hour_median_wait,18_wkday_hour_median_wait
King City,0.0,8.0,15.0,29.0,28.0,26.0,26.0,17.0,13.0,6.0,0.0,0.0,0.0,13.0,16.0,12.0,13.0,15.0,20.0,15.0,13.0,9.0,0.0,0.0,0.0,3.0,10.0,16.0,23.0,21.0,18.0,21.0,21.0,4.0,0.0,0.0,0.0,5.0,7.0,7.0,11.0,8.0,10.0,10.0,12.0,6.0,0.0,0.0,0.0,8.0,10.0,8.0,15.0,10.0,15.0,13.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.296114066669935,0.0,8.0,13.5,8.10935151050341,2.25,10.0,15.0,14.0,13.0,13.0,7.0,8.5,0.0,0.0,8.0,10.0,12.0,15.0,15.0,18.0,15.0,13.0,6.0,0.0,0.0
Laguna Hills,0.0,23.0,46.0,56.0,43.0,42.0,45.0,35.0,33.0,13.0,1.0,0.0,1.0,20.0,40.0,45.0,40.0,42.0,40.0,39.0,33.0,20.0,1.0,0.0,0.0,10.0,31.0,43.0,42.0,40.0,37.0,26.0,24.0,14.0,1.0,0.0,0.0,15.0,25.0,26.0,18.0,17.0,13.0,18.0,23.0,21.0,2.0,0.0,0.0,13.0,28.0,39.0,28.0,13.0,12.0,14.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.842819109506447,0.0,14.5,33.0,16.23690258792352,7.25,20.5,37.5,34.0,36.0,25.0,17.5,13.0,0.0,0.0,15.0,31.0,43.0,40.0,40.0,37.0,26.0,25.0,14.0,1.0,0.0
Lake Isabella,0.0,3.0,4.0,11.0,12.0,6.0,8.0,8.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,4.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,4.0,8.0,5.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.651032515064865,0.0,1.0,4.0,2.690168331111924,1.0,2.0,4.0,3.5,2.0,3.0,1.5,1.5,0.0,0.0,2.0,3.0,3.0,4.0,4.0,4.0,6.0,3.0,1.0,0.0,0.0
Lakeport,0.0,9.0,26.0,28.0,36.0,35.0,30.0,34.0,29.0,21.0,0.0,0.0,0.0,7.0,20.0,26.0,31.0,24.0,26.0,35.0,32.0,14.0,0.0,0.0,0.0,3.0,19.0,34.0,39.0,39.0,24.0,31.0,37.0,23.0,0.0,0.0,0.0,5.0,12.0,10.0,6.0,10.0,6.0,10.0,17.0,6.0,0.0,0.0,0.0,5.0,12.0,17.0,29.0,25.0,20.0,18.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.404264089260845,0.0,10.0,25.25,13.136086923472185,2.25,17.0,26.5,27.0,22.0,23.5,6.0,17.5,0.0,0.0,5.0,19.0,26.0,31.0,25.0,24.0,31.0,29.0,19.0,0.0,0.0
Lancaster,0.0,14.0,45.0,71.0,68.0,41.0,45.0,42.0,48.0,23.0,1.0,0.0,0.0,11.0,37.0,44.0,39.0,25.0,29.0,25.0,35.0,21.0,1.0,0.0,0.0,5.0,20.0,38.0,32.0,27.0,30.0,27.0,33.0,9.0,0.0,0.0,0.0,8.0,28.0,39.0,29.0,27.0,26.0,27.0,21.0,10.0,0.0,0.0,0.0,9.0,30.0,34.0,27.0,22.0,32.0,24.0,25.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.910575992814028,0.0,20.5,30.0,17.435595774162696,4.25,25.0,32.25,41.5,25.0,23.5,23.5,23.0,0.0,0.0,9.0,30.0,39.0,32.0,27.0,30.0,27.0,33.0,14.0,1.0,0.0
Lincoln Park,0.0,9.0,37.0,41.0,23.0,29.0,39.0,42.0,55.0,53.0,0.0,0.0,0.0,12.0,41.0,40.0,32.0,31.0,36.0,39.0,45.0,31.0,0.0,0.0,0.0,4.0,19.0,30.0,30.0,30.0,30.0,38.0,48.0,25.0,0.0,0.0,0.0,9.0,22.0,23.0,19.0,22.0,18.0,18.0,21.0,13.0,0.0,0.0,0.0,8.0,22.0,18.0,16.0,18.0,27.0,25.0,35.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.50688076760889,0.0,18.0,30.0,15.988157693764407,3.0,21.5,31.25,33.0,31.5,27.5,18.0,17.0,0.0,0.0,9.0,22.0,30.0,23.0,29.0,30.0,38.0,45.0,25.0,0.0,0.0
Lodi,0.0,12.0,41.0,54.0,47.0,48.0,54.0,51.0,53.0,44.0,0.0,0.0,0.0,13.0,31.0,37.0,36.0,46.0,43.0,35.0,37.0,20.0,0.0,0.0,0.0,3.0,13.0,38.0,49.0,52.0,63.0,69.0,52.0,15.0,0.0,0.0,0.0,8.0,13.0,7.0,6.0,7.0,9.0,13.0,19.0,10.0,0.0,0.0,0.0,10.0,24.0,22.0,18.0,12.0,18.0,21.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.211712001570497,0.0,12.0,36.25,20.262235614324382,2.25,15.5,38.75,45.5,33.0,26.5,7.5,17.0,0.0,0.0,10.0,24.0,37.0,36.0,46.0,43.0,35.0,37.0,16.0,0.0,0.0
Lompoc,0.0,10.0,35.0,42.0,31.0,29.0,42.0,21.0,18.0,6.0,1.0,0.0,0.0,8.0,20.0,26.0,19.0,17.0,15.0,10.0,10.0,3.0,1.0,0.0,0.0,7.0,19.0,41.0,34.0,33.0,33.0,20.0,16.0,5.0,0.0,0.0,0.0,6.0,14.0,16.0,16.0,7.0,5.0,5.0,10.0,4.0,0.0,0.0,0.0,7.0,14.0,19.0,21.0,26.0,38.0,15.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54696965702615,0.0,6.5,19.0,12.603963146790365,2.5,10.0,20.0,19.5,10.0,17.5,5.5,10.5,0.0,0.0,7.0,19.0,26.0,21.0,26.0,33.0,15.0,10.0,5.0,0.0,0.0
Long Beach,0.0,17.0,34.0,27.0,26.0,33.0,27.0,38.0,39.0,21.0,1.0,0.0,0.0,17.0,36.0,24.0,21.0,18.0,22.0,32.0,32.0,31.0,3.0,0.0,0.0,9.0,25.0,32.0,33.0,34.0,19.0,31.0,25.0,25.0,1.0,0.0,0.0,13.0,20.0,19.0,16.0,14.0,22.0,45.0,40.0,29.0,1.0,0.0,0.0,13.0,35.0,26.0,30.0,32.0,31.0,39.0,34.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.526801898419734,0.0,19.0,31.0,13.538760009648966,8.0,23.0,32.0,26.5,21.5,25.0,17.5,29.0,0.0,0.0,13.0,34.0,26.0,26.0,32.0,22.0,38.0,34.0,28.0,1.0,0.0
Los Angeles,0.0,11.0,13.0,23.0,22.0,21.0,43.0,47.0,23.0,6.0,0.0,0.0,0.0,9.0,16.0,18.0,16.0,18.0,23.0,19.0,19.0,8.0,0.0,0.0,0.0,5.0,10.0,16.0,17.0,13.0,23.0,32.0,22.0,12.0,1.0,0.0,0.0,9.0,16.0,20.0,16.0,16.0,17.0,23.0,19.0,7.0,0.0,0.0,0.0,8.0,12.0,13.0,10.0,20.0,31.0,45.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.545167135821517,0.0,10.0,18.25,11.363473547883425,4.0,13.0,19.25,17.0,16.0,12.5,16.0,11.0,0.0,0.0,9.0,13.0,18.0,16.0,18.0,23.0,32.0,19.0,8.0,0.0,0.0
Los Banos,0.0,9.0,25.0,32.0,28.0,35.0,28.0,28.0,29.0,9.0,0.0,0.0,0.0,11.0,34.0,46.0,31.0,37.0,32.0,30.0,32.0,8.0,0.0,0.0,0.0,3.0,11.0,28.0,20.0,32.0,37.0,31.0,25.0,7.0,0.0,0.0,0.0,8.0,24.0,27.0,21.0,23.0,26.0,21.0,22.0,7.0,0.0,0.0,0.0,5.0,22.0,25.0,26.0,37.0,37.0,22.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.185116403700796,0.0,10.0,28.0,13.75655981170828,2.25,22.0,28.25,26.5,30.5,15.5,21.0,22.0,0.0,0.0,8.0,24.0,28.0,26.0,35.0,32.0,28.0,25.0,7.0,0.0,0.0
Los Gatos,0.0,8.0,21.0,18.0,15.0,6.0,12.0,16.0,17.0,10.0,1.0,0.0,0.0,7.0,10.0,10.0,10.0,13.0,14.0,15.0,17.0,10.0,0.0,0.0,0.0,3.0,5.0,9.0,11.0,21.0,14.0,9.0,15.0,8.0,1.0,0.0,0.0,7.0,7.0,4.0,3.0,9.0,9.0,10.0,13.0,3.0,0.0,0.0,0.0,6.0,17.0,14.0,11.0,13.0,11.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.402375708319931,0.0,7.0,12.0,6.139871545795568,2.5,9.0,13.0,11.0,10.0,8.5,5.5,11.0,0.0,0.0,7.0,10.0,10.0,11.0,13.0,12.0,12.0,15.0,9.0,0.0,0.0
Madera,0.0,7.0,32.0,48.0,30.0,35.0,38.0,41.0,28.0,14.0,0.0,0.0,0.0,7.0,29.0,41.0,32.0,29.0,28.0,34.0,26.0,27.0,0.0,0.0,0.0,3.0,19.0,39.0,53.0,65.0,60.0,52.0,26.0,16.0,0.0,0.0,0.0,7.0,27.0,34.0,29.0,38.0,32.0,26.0,27.0,15.0,0.0,0.0,0.0,7.0,28.0,39.0,34.0,31.0,21.0,25.0,37.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9733272645258,0.0,19.0,32.0,17.459517340485444,2.25,26.5,34.0,29.0,27.5,22.5,26.5,23.0,0.0,0.0,7.0,28.0,39.0,32.0,35.0,32.0,34.0,27.0,16.0,0.0,0.0
Manteca,0.0,20.0,56.0,56.0,64.0,72.0,65.0,70.0,59.0,19.0,0.0,0.0,1.0,20.0,45.0,45.0,39.0,45.0,45.0,39.0,36.0,12.0,0.0,0.0,0.0,8.0,22.0,37.0,30.0,24.0,27.0,31.0,40.0,19.0,0.0,0.0,0.0,14.0,24.0,20.0,20.0,22.0,33.0,33.0,30.0,11.0,0.0,0.0,0.0,12.0,32.0,34.0,33.0,39.0,31.0,30.0,37.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.774550873755608,0.0,20.0,34.5,20.266438539453507,6.25,24.0,37.5,56.0,37.5,23.0,20.0,30.5,0.0,0.0,14.0,32.0,37.0,33.0,39.0,33.0,33.0,37.0,18.0,0.0,0.0
Mariposa,0.0,11.0,35.0,24.0,27.0,16.0,27.0,37.0,23.0,7.0,0.0,0.0,0.0,16.0,24.0,36.0,28.0,20.0,24.0,21.0,16.0,6.0,0.0,0.0,0.0,5.0,17.0,31.0,30.0,21.0,27.0,20.0,25.0,6.0,0.0,0.0,0.0,11.0,25.0,28.0,20.0,5.0,11.0,13.0,9.0,1.0,0.0,0.0,0.0,10.0,19.0,23.0,39.0,18.0,9.0,15.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.959234028994096,0.0,9.5,21.5,11.72060573818847,0.75,15.5,24.0,19.5,18.0,18.5,10.0,12.5,0.0,0.0,11.0,24.0,28.0,28.0,18.0,24.0,20.0,17.0,6.0,0.0,0.0
Mendota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,13.0,0.0,5.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,10.0,0.0,8.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.188447954376517,0.0,0.0,0.0,5.591433116275765,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Merced,0.0,9.0,32.0,38.0,37.0,37.0,35.0,31.0,34.0,19.0,2.0,0.0,0.0,9.0,30.0,37.0,34.0,33.0,36.0,30.0,32.0,13.0,0.0,0.0,0.0,4.0,21.0,40.0,34.0,29.0,30.0,39.0,36.0,18.0,0.0,0.0,0.0,6.0,21.0,30.0,16.0,19.0,23.0,17.0,26.0,13.0,0.0,0.0,0.0,8.0,21.0,29.0,22.0,25.0,27.0,19.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.546886044226943,0.0,16.5,30.0,13.924574870017917,3.5,21.0,31.25,31.5,30.0,25.0,16.5,20.0,0.0,0.0,8.0,21.0,37.0,34.0,29.0,30.0,30.0,32.0,13.0,0.0,0.0
Modesto,0.0,14.0,36.0,64.0,42.0,59.0,37.0,34.0,40.0,14.0,2.0,0.0,0.0,16.0,30.0,37.0,23.0,31.0,26.0,32.0,34.0,13.0,1.0,0.0,0.0,4.0,19.0,36.0,22.0,38.0,33.0,28.0,42.0,18.0,0.0,0.0,1.0,11.0,20.0,28.0,12.0,19.0,26.0,24.0,26.0,11.0,0.0,0.0,1.0,14.0,21.0,33.0,18.0,22.0,19.0,27.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.02872397214681,0.0,15.0,28.0,15.55448778955708,3.5,19.5,31.25,35.0,24.5,20.5,15.5,18.5,0.0,0.0,14.0,21.0,36.0,22.0,31.0,26.0,28.0,34.0,13.0,0.0,0.0
Montebello,0.0,9.0,12.0,10.0,15.0,23.0,15.0,15.0,17.0,8.0,0.0,0.0,0.0,10.0,13.0,12.0,5.0,19.0,15.0,11.0,9.0,7.0,0.0,0.0,0.0,4.0,9.0,11.0,10.0,17.0,14.0,10.0,16.0,5.0,0.0,0.0,0.0,8.0,12.0,9.0,6.0,11.0,14.0,9.0,10.0,4.0,0.0,0.0,0.0,7.0,12.0,12.0,8.0,16.0,16.0,11.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.356748782677509,0.0,8.0,12.0,6.059288056480929,3.0,9.0,12.0,11.0,9.5,9.5,8.5,9.5,0.0,0.0,8.0,12.0,11.0,8.0,17.0,15.0,11.0,12.0,5.0,0.0,0.0
Mt Shasta,0.0,10.0,9.0,8.0,17.0,20.0,15.0,14.0,14.0,12.0,0.0,0.0,0.0,2.0,3.0,9.0,10.0,14.0,19.0,21.0,11.0,7.0,0.0,0.0,0.0,1.0,4.0,9.0,17.0,11.0,9.0,13.0,9.0,5.0,0.0,0.0,0.0,2.0,1.0,9.0,5.0,7.0,4.0,5.0,6.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,8.0,6.0,6.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.881990230923741,0.0,3.5,9.0,5.902216379639973,0.75,5.5,10.0,11.0,8.0,7.0,3.0,3.0,0.0,0.0,2.0,3.0,9.0,10.0,11.0,9.0,13.0,10.0,6.0,0.0,0.0
Napa,1.0,4.0,7.0,5.0,7.0,8.0,6.0,6.0,4.0,2.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,8.0,6.0,2.0,0.0,0.0,0.0,1.0,7.0,6.0,7.0,10.0,8.0,8.0,4.0,2.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6560454560848035,0.0,2.0,4.0,2.5882721152098522,1.0,3.0,4.25,4.5,4.0,5.0,3.0,2.0,0.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,2.0,0.0,0.0
Newhall,0.0,11.0,26.0,32.0,33.0,32.0,33.0,21.0,30.0,20.0,1.0,0.0,0.0,16.0,40.0,43.0,28.0,31.0,29.0,24.0,41.0,38.0,5.0,0.0,0.0,7.0,29.0,44.0,34.0,42.0,40.0,35.0,40.0,28.0,0.0,0.0,0.0,10.0,36.0,35.0,21.0,27.0,21.0,26.0,34.0,14.0,1.0,0.0,0.0,10.0,35.0,29.0,22.0,35.0,24.0,33.0,48.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.026771177195897,0.0,21.0,33.0,15.081052204445829,6.5,26.0,34.0,23.5,28.5,31.5,21.0,23.0,0.0,0.0,10.0,35.0,35.0,28.0,32.0,29.0,26.0,40.0,22.0,1.0,0.0
Norco,0.0,19.0,36.0,41.0,37.0,47.0,35.0,37.0,37.0,13.0,1.0,0.0,0.0,19.0,36.0,39.0,33.0,38.0,29.0,30.0,23.0,7.0,0.0,0.0,0.0,6.0,22.0,26.0,29.0,32.0,27.0,25.0,21.0,13.0,0.0,0.0,0.0,17.0,22.0,13.0,14.0,15.0,12.0,12.0,16.0,7.0,0.0,0.0,0.0,15.0,26.0,21.0,9.0,9.0,12.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.993899576319414,0.0,12.5,25.25,13.673461863114035,4.75,15.5,27.5,35.5,26.0,21.5,12.5,10.5,0.0,0.0,17.0,26.0,26.0,29.0,32.0,27.0,25.0,21.0,7.0,0.0,0.0
Novato,0.0,5.0,10.0,9.0,11.0,9.0,13.0,10.0,15.0,4.0,0.0,0.0,0.0,4.0,7.0,9.0,8.0,9.0,10.0,7.0,7.0,3.0,0.0,0.0,0.0,1.0,4.0,8.0,3.0,9.0,15.0,8.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,6.0,7.0,6.0,3.0,8.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,2.0,6.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.154583418380438,0.0,3.0,7.0,4.126392933794333,0.75,4.0,8.0,9.0,7.0,3.5,3.0,3.0,0.0,0.0,2.0,4.0,8.0,6.0,9.0,10.0,7.0,8.0,3.0,0.0,0.0
Oakland Coliseum,0.0,9.0,24.0,39.0,35.0,21.0,24.0,17.0,30.0,19.0,3.0,0.0,0.0,6.0,11.0,13.0,18.0,26.0,24.0,17.0,20.0,12.0,1.0,0.0,0.0,1.0,7.0,25.0,28.0,25.0,25.0,19.0,22.0,10.0,2.0,0.0,0.0,6.0,5.0,4.0,5.0,3.0,8.0,5.0,6.0,5.0,2.0,0.0,0.0,6.0,7.0,16.0,13.0,13.0,11.0,8.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.194201917690965,0.0,6.0,17.0,10.200476337609155,2.75,8.0,19.0,20.0,12.5,14.5,5.0,7.5,0.0,0.0,6.0,7.0,16.0,18.0,21.0,24.0,17.0,20.0,10.0,2.0,0.0
Oakland,1.0,13.0,18.0,21.0,21.0,24.0,23.0,17.0,16.0,8.0,0.0,0.0,1.0,11.0,7.0,7.0,7.0,9.0,7.0,10.0,7.0,6.0,1.0,0.0,1.0,2.0,4.0,14.0,12.0,8.0,10.0,15.0,11.0,5.0,0.0,0.0,0.0,7.0,6.0,9.0,7.0,10.0,11.0,7.0,6.0,3.0,2.0,0.0,1.0,10.0,10.0,10.0,14.0,21.0,17.0,13.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.738347038686232,0.0,7.0,11.0,6.547522928342835,2.0,7.0,12.25,16.5,7.0,6.5,6.5,10.0,0.0,1.0,10.0,7.0,10.0,12.0,10.0,11.0,13.0,11.0,5.0,1.0,0.0
Oceanside,0.0,15.0,31.0,51.0,49.0,58.0,61.0,56.0,51.0,27.0,8.0,0.0,0.0,13.0,24.0,39.0,39.0,30.0,36.0,34.0,33.0,29.0,3.0,0.0,0.0,5.0,10.0,25.0,31.0,35.0,49.0,57.0,51.0,27.0,1.0,0.0,0.0,12.0,24.0,29.0,29.0,18.0,20.0,23.0,15.0,10.0,0.0,0.0,0.0,9.0,14.0,24.0,23.0,18.0,22.0,21.0,24.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.199791052816984,0.0,16.5,29.25,17.72893832797915,7.5,22.5,31.5,40.0,29.5,26.0,16.5,18.5,0.0,0.0,12.0,24.0,29.0,31.0,30.0,36.0,34.0,33.0,27.0,3.0,0.0
Oxnard,0.0,16.0,27.0,38.0,25.0,24.0,34.0,36.0,28.0,16.0,0.0,0.0,0.0,15.0,29.0,44.0,37.0,43.0,34.0,20.0,24.0,19.0,5.0,0.0,0.0,6.0,15.0,19.0,16.0,24.0,27.0,22.0,19.0,18.0,0.0,0.0,0.0,12.0,24.0,19.0,14.0,10.0,16.0,23.0,22.0,10.0,0.0,0.0,1.0,11.0,20.0,28.0,25.0,22.0,22.0,14.0,17.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.723856254959426,0.0,15.0,23.25,12.143341157328852,5.75,17.5,24.0,24.5,22.0,17.0,13.0,15.5,0.0,0.0,12.0,24.0,28.0,25.0,24.0,27.0,22.0,22.0,16.0,0.0,0.0
Pacoima Driver License Processing Center (DL Only),0.0,13.0,21.0,19.0,25.0,17.0,17.0,24.0,26.0,10.0,0.0,0.0,0.0,10.0,15.0,20.0,26.0,17.0,13.0,19.0,23.0,9.0,0.0,0.0,0.0,4.0,13.0,22.0,27.0,26.0,31.0,21.0,18.0,10.0,0.0,0.0,0.0,5.0,9.0,10.0,11.0,12.0,14.0,18.0,15.0,6.0,1.0,0.0,0.0,11.0,9.0,15.0,11.0,8.0,11.0,16.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.158479057908421,0.0,9.5,17.0,8.857615064607876,3.25,11.0,18.0,17.0,14.0,15.5,9.5,8.5,0.0,0.0,10.0,13.0,19.0,25.0,17.0,14.0,19.0,18.0,9.0,0.0,0.0
Palm Desert,0.0,11.0,32.0,32.0,21.0,33.0,32.0,18.0,11.0,10.0,5.0,0.0,0.0,11.0,29.0,32.0,14.0,14.0,22.0,14.0,24.0,5.0,0.0,0.0,0.0,3.0,14.0,26.0,17.0,24.0,25.0,10.0,9.0,4.0,0.0,0.0,0.0,9.0,13.0,7.0,4.0,10.0,7.0,7.0,11.0,2.0,0.0,0.0,0.0,9.0,21.0,11.0,6.0,14.0,7.0,11.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.007039775599102,0.0,7.0,14.0,9.962301823731233,3.0,10.0,14.75,14.5,14.0,9.5,7.0,8.0,0.0,0.0,9.0,21.0,26.0,14.0,14.0,22.0,11.0,11.0,5.0,0.0,0.0
Palm Springs,0.0,4.0,5.0,6.0,9.0,9.0,8.0,7.0,7.0,4.0,0.0,0.0,0.0,5.0,4.0,6.0,8.0,7.0,8.0,5.0,7.0,3.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,8.0,9.0,7.0,7.0,4.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,6.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,6.0,7.0,4.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.006741252210851,0.0,3.0,5.25,2.9147491679155526,0.75,4.0,6.0,5.5,5.0,4.0,2.5,3.0,0.0,0.0,3.0,4.0,6.0,7.0,7.0,8.0,5.0,7.0,3.0,0.0,0.0
Pasadena,0.0,11.0,12.0,15.0,12.0,9.0,8.0,10.0,18.0,9.0,2.0,0.0,0.0,13.0,12.0,10.0,9.0,11.0,14.0,10.0,11.0,9.0,1.0,0.0,0.0,6.0,11.0,15.0,15.0,10.0,7.0,6.0,8.0,6.0,1.0,0.0,0.0,9.0,4.0,4.0,5.0,5.0,5.0,8.0,7.0,3.0,2.0,0.0,0.0,9.0,10.0,12.0,11.0,9.0,6.0,7.0,12.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.131982628224751,0.0,6.0,10.0,4.794653331052387,3.0,8.0,11.0,9.5,10.0,6.5,4.5,8.5,0.0,0.0,9.0,11.0,12.0,11.0,9.0,7.0,8.0,11.0,8.0,2.0,0.0
Paso Robles,0.0,13.0,38.0,42.0,47.0,40.0,35.0,29.0,21.0,9.0,0.0,0.0,0.0,17.0,33.0,35.0,28.0,23.0,20.0,25.0,22.0,8.0,0.0,0.0,0.0,3.0,19.0,29.0,23.0,16.0,19.0,14.0,13.0,8.0,0.0,0.0,0.0,10.0,17.0,18.0,14.0,14.0,15.0,23.0,10.0,5.0,0.0,0.0,0.0,10.0,14.0,12.0,15.0,19.0,19.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.520335571257721,0.0,11.0,19.0,12.339580796659508,2.25,14.0,21.25,25.0,21.0,13.5,12.0,13.0,0.0,0.0,10.0,19.0,29.0,23.0,19.0,19.0,23.0,14.0,8.0,0.0,0.0
